NLSitNummer;DatumFileBegin;DatumFileEind;TijdFileBegin;TijdFileEind;FileZwaarte;GemLengte;FileDuur;HectometerKop;HectometerStaart;RouteLet;RouteNum;RouteOms;hectometreringsrichting;VERKEERSKUNDIGWEGVAKVILD;TRAJECTVILD;OorzaakGronddetail;OorzaakVerloop;OorzaakCodeVerloop;OorzaakCode;Oorzaak_1;Oorzaak_2;Oorzaak_3;Oorzaak_4
3909428;2024-01-18;2024-01-18;7:47:28;7:52:00;9,980;2201,000;4,533;19,9;17,8;N;35;N35;oplopend;Deventer - Ommen;Zwolle - Almelo;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909429;2024-01-18;2024-01-18;7:48:28;7:54:01;12,758;2299,000;5,550;3,2;5,5;A;1;A1;aflopend;Diemen-Noord - Watergraafsmeer;Amersfoort - Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909430;2024-01-18;2024-01-18;7:48:28;7:50:03;3,325;2100,000;1,583;200,0;198,0;A;28;A28;oplopend;Groningen-Centrum - Julianaplein;Assen - Groningen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909431;2024-01-18;2024-01-18;7:48:28;7:51:03;6,625;2565,000;2,583;73,6;71,0;A;4;A4;oplopend;Vlaardingen-Oost - Beneluxtunnel;Den Haag - Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909479;2024-01-18;2024-01-18;7:54:28;8:06:00;44,523;3860,000;11,533;247,2;251,3;A;50;A50;aflopend;Kampen-Zuid - A50: Hattemerbroek;Zwolle - Apeldoorn;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 12];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909481;2024-01-18;2024-01-18;7:55:29;7:57:00;3,185;2100,000;1,517;13,6;15,7;A;27;A27;aflopend;Oosterhout-Oost - brug over het Wilhelminakanaal;Gorinchem - Breda;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909482;2024-01-18;2024-01-18;7:55:29;7:59:00;10,890;3097,000;3,517;100,8;105,0;A;28;A28;aflopend;Nieuwleusen - Ommen;Hoogeveen - Zwolle;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909484;2024-01-18;2024-01-18;7:55:29;8:25:06;119,325;4029,000;29,617;52,5;50,4;A;35;A35;oplopend;Azelo - Borne-West;Almelo - Enschede;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 30];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909485;2024-01-18;2024-01-18;7:55:29;8:00:04;12,698;2771,000;4,583;119,8;123,1;A;50;A50;aflopend;Volkel - Veghel-Noord;Oss - Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909530;2024-01-18;2024-01-18;8:02:28;8:08:00;11,853;2142,000;5,533;102,5;104,6;A;2;A2;aflopend;Kerkdriel - Zaltbommel;'s-Hertogenbosch - Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909531;2024-01-18;2024-01-18;8:02:28;8:40:03;141,735;3771,000;37,583;58,8;56,8;A;35;A35;oplopend;Delden - Loofrietbrug;Almelo - Enschede;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 38];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909532;2024-01-18;2024-01-18;8:02:28;8:04:00;3,680;2400,000;1,533;75,0;77,4;A;58;A58;aflopend;Etten-Leur - Breda-West;Bergen op Zoom - Breda;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909534;2024-01-18;2024-01-18;8:02:28;8:05:04;6,587;2533,000;2,600;56,4;59,0;A;9;A9;aflopend;Heemskerk - Beverwijk;Alkmaar - Amstelveen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909535;2024-01-18;2024-01-18;8:02:28;8:13:00;34,080;3235,000;10,533;67,1;62,9;N;33;N33;oplopend;Delfzijl - Delfzijl;Veendam - Eemshaven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 11];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909589;2024-01-18;2024-01-18;8:11:29;8:51:00;183,505;4644,000;39,517;156,8;152,4;A;50;A50;oplopend;Valburg - Heteren;Oss - Arnhem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 40];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909590;2024-01-18;2024-01-18;8:11:29;8:18:01;18,712;2864,000;6,533;6,4;10,1;A;8;A8;aflopend;Zaanstad-Koog - Zaandam;Zaandam - Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 7];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909591;2024-01-18;2024-01-18;8:11:29;8:30:05;99,095;5328,000;18,600;62,2;64,7;N;33;N33;aflopend;Appingedam - Eelwerderbrug;Eemshaven - Veendam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 19];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909592;2024-01-18;2024-01-18;8:12:28;8:38:00;101,667;3982,000;25,533;32,4;36,2;A;20;A20;aflopend;Terbregseplein - Rotterdam-Crooswijk;Gouda - Hoek van Holland;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 26];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909594;2024-01-18;2024-01-18;8:12:28;8:17:00;11,225;2476,000;4,533;25,3;27,6;A;27;A27;aflopend;Nieuwendijk - Hank;Gorinchem - Breda;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909657;2024-01-18;2024-01-18;8:21:30;8:27:00;16,088;2925,000;5,500;59,3;56,5;A;12;A12;oplopend;Nieuwegein - Galecopperbrug;Den Haag - Utrecht;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;[Geen oorzaakcode opgegeven door VWM 6];[000];002;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909659;2024-01-18;2024-01-18;8:21:30;8:23:00;5,400;3600,000;1,500;79,9;83,5;A;27;A27;aflopend;Utrecht-Noord - De Bilt;Utrecht - Gorinchem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909660;2024-01-18;2024-01-18;8:21:30;8:30:04;21,615;2523,000;8,567;32,4;30,0;A;27;A27;oplopend;Werkendam - Merwedebrug;Breda - Gorinchem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 9];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909662;2024-01-18;2024-01-18;8:21:30;8:23:00;3,000;2000,000;1,500;76,7;78,7;A;2;A2;aflopend;Everdingen - Everdingen;'s-Hertogenbosch - Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909663;2024-01-18;2024-01-18;8:21:30;8:27:00;16,995;3090,000;5,500;266,4;257,4;A;2;A2;oplopend;Gronsveld - Oost-Maarland;Maastricht - Belgische grens;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909730;2024-01-18;2024-01-18;8:31:29;8:34:00;5,537;2200,000;2,517;43,6;41,4;A;27;A27;oplopend;Noordeloos - Lexmond;Gorinchem - Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909731;2024-01-18;2024-01-18;8:31:29;8:37:00;16,070;2913,000;5,517;31,6;34,3;A;28;A28;aflopend;Nijkerk - Amersfoort-Vathorst;Zwolle - Amersfoort;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909732;2024-01-18;2024-01-18;8:31:29;8:33:00;6,067;4000,000;1,517;28,7;24,7;A;9;A9;oplopend;Amstelveen-Stadshart - Schipholbrug;Amstelveen - Alkmaar;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909733;2024-01-18;2024-01-18;8:31:29;8:43:01;46,047;3992,000;11,533;80,5;69,5;N;33;N33;oplopend;Spijk - Eemshaven;Veendam - Eemshaven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 12];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909734;2024-01-18;2024-01-18;8:32:29;8:35:03;5,492;2140,000;2,567;70,1;72,2;A;12;A12;aflopend;Driebergen - Bunnik;Arnhem - Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909804;2024-01-18;2024-01-18;8:41:30;8:51:00;35,867;3775,000;9,500;200,0;198,0;A;28;A28;oplopend;Groningen-Centrum - Julianaplein;Assen - Groningen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 10];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909805;2024-01-18;2024-01-18;8:41:30;8:48:00;19,462;2994,000;6,500;269,0;271,1;A;2;A2;aflopend;Eijsden - Oost-Maarland;Belgische grens - Maastricht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909806;2024-01-18;2024-01-18;8:41:30;8:43:00;3,750;2500,000;1,500;50,3;52,8;A;35;A35;aflopend;Azelo - Almelo-Zuid;Enschede - Almelo;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909807;2024-01-18;2024-01-18;8:41:30;8:43:00;3,000;2000,000;1,500;52,3;50,3;A;35;A35;oplopend;Almelo-Zuid - Azelo;Almelo - Enschede;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909808;2024-01-18;2024-01-18;8:41:30;9:24:00;225,410;5304,000;42,500;49,0;53,3;A;4;A4;aflopend;Rijswijk-Plaspoelpolder - Den Haag-Ypenburg;Rotterdam - Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 42];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909882;2024-01-18;2024-01-18;8:54:29;8:57:00;6,890;2738,000;2,517;20,7;18,0;A;10;A10;oplopend;Amsterdam-Oud Zuid - Schinkelbrug;Knooppunt Amstel - Knooppunt De Nieuwe Meer;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909883;2024-01-18;2024-01-18;8:54:29;8:58:00;8,413;2392,000;3,517;135,9;138,1;A;12;A12;aflopend;Duiven - Westervoort;Duitse grens - Arnhem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909884;2024-01-18;2024-01-18;8:54:29;8:57:00;5,285;2100,000;2,517;20,4;22,5;A;27;A27;aflopend;Geertruidenberg - Hooipolder;Gorinchem - Breda;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909885;2024-01-18;2024-01-18;8:54:29;8:59:00;14,725;3260,000;4,517;30,2;25,6;A;9;A9;oplopend;Amstelveen-Stadshart - Schipholbrug;Amstelveen - Alkmaar;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909886;2024-01-18;2024-01-18;8:55:29;8:57:00;3,185;2100,000;1,517;85,2;87,3;A;15;A15;aflopend;Sliedrecht-Oost - Sliedrecht-West;Gorinchem - Ridderkerk;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909976;2024-01-18;2024-01-18;9:12:28;9:15:03;4,810;1862,000;2,583;88,7;90,6;A;27;A27;aflopend;Hilversum - Bilthoven;Almere - Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909978;2024-01-18;2024-01-18;9:12:28;9:19:00;18,170;2781,000;6,533;141,0;143,7;A;50;A50;aflopend;Bankhoef - Maasbrug;Arnhem - Oss;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 7];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909979;2024-01-18;2024-01-18;9:12:28;9:17:00;13,517;2982,000;4,533;0,0;3,0;N;11;N11;aflopend;Zoeterwoude-Weipoort/Rijndijk - A4: Zoeterwoude-Rijndijk;Bodegraven - Leiden;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909981;2024-01-18;2024-01-18;9:13:29;9:16:00;9,407;3738,000;2,517;33,5;37,4;A;4;A4;aflopend;Zoeterwoude-Dorp - Zoeterwoude-Rijndijk;Den Haag - Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909982;2024-01-18;2024-01-18;9:13:29;9:18:00;11,735;2598,000;4,517;72,6;75,6;A;4;A4;aflopend;Pernis - Beneluxtunnel;Rotterdam - Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3914665;2024-01-22;2024-01-22;15:44:30;15:47:00;5,540;2216,000;2,500;49,9;47,8;A;4;A4;oplopend;Den Haag-Ypenburg - Rijswijk-Plaspoelpolder;Den Haag - Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3914666;2024-01-22;2024-01-22;15:45:32;18:20:03;1332,767;8625,000;154,517;85,0;82,7;A;15;A15;oplopend;Sliedrecht-West - Sliedrecht-Oost;Ridderkerk - Gorinchem;Ongeval (in een spitsfile);[Geen oorzaakcode opgegeven door VWM 35], [Ongeval(len) 23], [Eerder(e) ongeval(len) 92], [Geen oorzaakcode opgegeven door VWM 4];[000], [ACI], [ACA], [000];ACI;Ongeval(len);Ongeval;Ongeval;Ongeval
3914667;2024-01-22;2024-01-22;15:45:32;16:04:00;64,085;3470,000;18,467;0,0;3,0;A;28;A28;aflopend;Rijnsweerd - Utrecht-Centrum;Amersfoort - Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 18];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3914670;2024-01-22;2024-01-22;15:46:30;16:47:08;110,903;1829,000;60,633;298,2;296,5;A;6;A6;oplopend;Lemmer - Oosterzee;Emmeloord - Joure;Gekantelde aanhangwagen;[Geen oorzaakcode opgegeven door VWM 3], [Gekantelde aanhangwagen 58];[000], [N07];N07;Gekantelde aanhangwagen;Ongeval;Ongeval;Ongeval
3914671;2024-01-22;2024-01-22;15:45:32;17:52:00;136,613;1080,000;126,467;19,8;19,8;A;13;A13;oplopend;Kleinpolderplein verbindingsweg A13 vanuit Rijswijk - A20 richting Gouda;Rijswijk - Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 126];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909990;2024-01-18;2024-01-18;9:16:29;9:19:00;6,870;2730,000;2,517;34,7;37,5;A;4;A4;aflopend;Zoeterwoude-Dorp - Zoeterwoude-Rijndijk;Den Haag - Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909991;2024-01-18;2024-01-18;9:16:29;9:18:00;4,247;2800,000;1,517;0,0;2,8;A;4;A4;aflopend;Amsterdam-Sloten - De Nieuwe Meer;Den Haag - Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909993;2024-01-18;2024-01-18;9:17:28;12:22:00;1267,437;6868,000;184,533;18,4;21,0;A;27;A27;aflopend;Geertruidenberg - Hooipolder;Gorinchem - Breda;Defect voertuig (met opruim/berging);[Geen oorzaakcode opgegeven door VWM 6], [Opruimingswerkzaamheden 146], [Eerder pechgeval 32];[000], [OCL], [M13];BKD;Defect(e) voertuig(en);Defect voertuig;Incident (gestrand voertuig);Incident
3909994;2024-01-18;2024-01-18;9:17:28;9:20:03;4,750;1839,000;2,583;90,3;92,1;A;27;A27;aflopend;Hilversum - Bilthoven;Almere - Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909996;2024-01-18;2024-01-18;9:18:28;9:20:03;3,325;2100,000;1,583;102,0;104,1;A;27;A27;aflopend;Huizen - Eemnes;Almere - Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3910011;2024-01-18;2024-01-18;9:25:29;9:27:00;3,337;2200,000;1,517;3,7;5,9;A;4;A4;aflopend;Schiphol - Badhoevedorp;Den Haag - Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3910013;2024-01-18;2024-01-18;9:26:28;9:31:02;9,590;2100,000;4,567;34,2;36,3;A;2;A2;aflopend;Holendrecht - Amsterdam-Zuidoost;Utrecht - Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3910014;2024-01-18;2024-01-18;9:28:28;9:36:02;27,277;3605,000;7,567;143,8;148,1;A;50;A50;aflopend;Ewijk - Bankhoef;Arnhem - Oss;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 8];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3910015;2024-01-18;2024-01-18;9:28:28;9:30:03;4,117;2600,000;1,583;24,5;0,1;A;76;A76;aflopend;Bocholtz - Simpelveld;Aken - Geleen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3910016;2024-01-18;2024-01-18;9:30:29;9:37:00;21,563;3309,000;6,517;7,3;4,0;A;9;A9;oplopend;Amsterdam-IJburg - Amsterdam-Bijlmermeer;Diemen - Amstelveen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 7];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3910036;2024-01-18;2024-01-18;9:43:28;9:48:00;9,357;2064,000;4,533;247,3;249,3;A;50;A50;aflopend;Kampen-Zuid - A50: Hattemerbroek;Zwolle - Apeldoorn;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3910038;2024-01-18;2024-01-18;9:44:28;10:02:00;58,180;3318,000;17,533;80,6;84,0;A;27;A27;aflopend;Utrecht-Noord - De Bilt;Utrecht - Gorinchem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 18];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3910039;2024-01-18;2024-01-18;9:45:28;9:48:00;7,347;2900,000;2,533;36,0;38,9;A;4;A4;aflopend;Leidschendam - Zoeterwoude-Dorp;Den Haag - Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3910040;2024-01-18;2024-01-18;9:46:28;10:16:00;86,403;2926,000;29,533;41,2;39,1;A;27;A27;oplopend;Gorinchem - Noordeloos;Gorinchem - Utrecht;Ongeval (met opruim/berging);[Geen oorzaakcode opgegeven door VWM 1], [Ongeval(len) 12], [Opruimingswerkzaamheden 16];[000], [ACI], [OCL];ACI;Ongeval(len);Ongeval;Ongeval;Ongeval
3910045;2024-01-18;2024-01-18;9:48:28;9:50:03;3,167;2000,000;1,583;85,3;83,3;A;15;A15;oplopend;Sliedrecht-West - Sliedrecht-Oost;Ridderkerk - Gorinchem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3910083;2024-01-18;2024-01-18;10:30:29;10:32:00;3,488;2300,000;1,517;45,6;43,3;A;27;A27;oplopend;Noordeloos - Lexmond;Gorinchem - Utrecht;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3910085;2024-01-18;2024-01-18;10:33:28;10:38:00;11,320;2497,000;4,533;271,0;268,9;A;2;A2;oplopend;Eijsden - België;Belgische grens - Luik;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3910087;2024-01-18;2024-01-18;10:37:28;10:39:00;3,833;2500,000;1,533;12,9;15,4;A;12;A12;aflopend;Zoetermeer-Centrum - Nootdorp;Utrecht - Den Haag;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3910088;2024-01-18;2024-01-18;10:37:28;11:35:00;202,813;3525,000;57,533;40,2;42,8;A;9;A9;aflopend;Haarlem-Zuid - Raasdorp;Alkmaar - Amstelveen;Sneeuwval;[Geen oorzaakcode opgegeven door VWM 15], [Sneeuwval 42];[000], [SFL];SFL;Sneeuwval;Winterse buien;Weer;(Zeer extreme) weersomstandigheden
3910093;2024-01-18;2024-01-18;10:49:28;11:34:00;159,345;3578,000;44,533;25,3;27,9;A;27;A27;aflopend;Nieuwendijk - Hank;Gorinchem - Breda;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 45];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3910168;2024-01-18;2024-01-18;13:32:28;13:36:00;9,440;2672,000;3,533;21,4;24,1;N;35;N35;aflopend;Industriegebied De Zegge - Ommen;Almelo - Zwolle;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3910170;2024-01-18;2024-01-18;13:35:29;14:04:00;25,665;900,000;28,517;50,7;50,7;A;15;A15;aflopend;Benelux verbindingsweg A15 vanuit Ridderkerk - A4 richting Vlaardingen;Ridderkerk - Europoort;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 29];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3910175;2024-01-18;2024-01-18;13:41:28;13:58:11;47,387;2835,000;16,717;47,1;45,0;A;16;A16;oplopend;Dordrecht-Willemsdorp - Klaverpolder;Rotterdam - Breda;Brandend(e) voertuig(en);[Geen oorzaakcode opgegeven door VWM 4], [Brandend(e) voertuig(en) 13];[000], [VFR];VFR;Brandend(e) voertuig(en);Defect voertuig;Incident (gestrand voertuig);Incident
